,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,-0.798565,-0.24303292,-0.2660339,-0.2579245,-0.23768592,-0.21116237,-0.19267555,-0.18408675,-0.20472413,-0.23417862,-0.25019047,-0.26565188,-0.2721671,-0.2185347,-0.09159245,-0.04415453,-0.078868836,-0.18706627,-0.29530188,-0.39809325,-0.31416255,-0.17547603,0.023591641,-0.102491215,-0.37667072,-0.61520433,-0.65864867,-0.61135226,-0.39431456,-0.20259379,-0.16000797,-0.22696602,-0.48480588,-0.70830125,-0.62701875,-0.5774289,-0.72244203,-0.7160501,-0.4462818,-0.32735956,-0.29338437,-0.33670175,-0.25024745,-0.2880478,-0.26419172,-0.29087844,-0.27389616,-0.26740107,-0.26752305,-0.26803493,-0.26490524,-0.2467897,-0.20039314,-0.14339148,-0.101094276,-0.10396566,-0.16322988,-0.16119702,-0.0962355,-0.21181162,-0.3584154,-0.46508145,-0.4475785,-0.385613,-0.62057245,-0.55912673,-0.40398657,-0.4335116,-0.20570423,-0.23271266,-0.14153726,-0.12400765,-0.3339612,-0.42297092,-0.45559642,-0.29230076,-0.37013575,-0.43064797,-0.25823912,-0.47458908
1,-0.99512285,-0.25658506,-0.3614786,-0.32929364,-0.25567827,-0.18587689,-0.17239021,-0.19921955,-0.2808727,-0.34107074,-0.37204412,-0.39871526,-0.38828036,-0.300206,-0.116655104,-0.10570195,-0.23925936,-0.39496166,-0.5569958,-0.72506684,-0.54015255,-0.2701985,-0.2933159,-0.56663996,-0.67713225,-0.66405094,-0.6542539,-0.54678524,-0.38519654,-0.31672102,-0.4440421,-0.71704626,-0.912148,-0.93265754,-0.9376418,-0.94380003,-0.7909508,-0.6010958,-0.61108476,-0.51411897,-0.6550675,-0.55348694,-0.48175207,-0.33410725,-0.34697872,-0.36860353,-0.36508644,-0.36885893,-0.3692346,-0.36892363,-0.3650923,-0.32985765,-0.23393698,-0.15814345,-0.13144974,-0.16561584,-0.2816419,-0.3958608,-0.3497141,-0.52329904,-0.74291646,-0.7919156,-0.7299592,-0.52361983,-0.648168,-0.73354685,-0.45132577,-0.9637637,-0.7677863,-0.55729616,-0.5017521,-0.51573056,-0.55125266,-0.53731275,-0.54735994,-0.54171735,-0.5772085,-0.5269279,-0.23029628,-0.66918033
2,-0.7830117,0.15845236,0.4813815,0.53809047,0.6634125,0.6937899,0.62131995,0.526491,0.38835815,0.32963997,0.37114668,0.40345588,0.4470202,0.54604197,0.7343662,0.741355,0.46411845,0.26290497,-0.08083354,0.068215795,0.49896303,0.49049592,0.38703954,0.23936781,0.1922212,0.24869056,0.3997233,0.34317148,0.29532832,0.27782902,0.03816399,-0.044534937,-0.043681573,-0.2578326,-0.36074668,-0.29268846,0.056238584,0.13360932,-0.12815301,-0.036588397,0.20242642,0.10817003,0.32059875,0.26991236,0.47611213,0.5561628,0.4983426,0.46696073,0.46797928,0.4666516,0.47018993,0.5123043,0.61232734,0.6468732,0.63104975,0.5529135,0.35439488,0.24579573,0.07190228,0.24363099,0.29566962,0.164572,0.23751114,-0.022014113,0.35096356,0.2504046,-0.10669312,-0.2768228,0.26967353,0.4434441,0.12402657,0.2355474,0.39837602,0.2772489,0.16250227,-0.08322466,0.21362045,0.48760316,-0.19901404,-0.1101988
3,-0.7830117,0.15905581,0.48291108,0.5694331,0.69284546,0.64635617,0.52672327,0.4178407,0.21809044,0.25318226,0.37481448,0.41039976,0.4629124,0.5271602,0.6641183,0.60058403,0.2742426,0.15697534,-0.031949762,-0.0386291,0.47956267,0.20569004,0.5819979,0.40746635,0.41611525,0.43011498,0.51094323,0.48218542,0.39575508,0.2200616,0.13479075,0.06139328,-0.081141606,-0.32458985,-0.34897628,-0.30564147,-0.100467816,-0.22614609,-0.49194926,-0.23655425,0.020777654,0.007807878,-0.07569894,0.092173226,0.34936422,0.49518755,0.55630803,0.46160135,0.45828712,0.45599392,0.45936447,0.48527858,0.5544369,0.5954391,0.4968729,0.29461363,0.110764526,0.05785384,0.06040265,-0.061497223,0.4020957,0.11065543,0.11704357,0.41860074,-0.15323468,0.037167445,-0.07278338,-0.5046081,-0.4928219,-0.08689814,-0.42340797,-0.07375757,0.30148977,0.4629496,-0.11444854,-0.08435944,-0.05639982,0.18613648,-0.024624838,-0.22763816
4,-0.7830117,0.15820514,0.47196847,0.55186224,0.5789931,0.45575657,0.24005629,0.11975652,0.1571384,0.2804236,0.37456605,0.3378691,0.28195074,0.5292051,0.6395118,0.4197597,0.20503113,-0.021691535,0.29584512,0.08934387,-0.014967267,0.07783886,0.36640766,0.37705544,0.33205548,0.3580737,0.34403443,0.29599154,0.31543168,0.40138778,0.13168524,0.1036347,0.15609671,-0.0667564,-0.24570447,-0.3090417,-0.059804358,0.008699187,-0.29533315,-0.18531226,-0.109349094,-0.31534043,0.010056467,-0.10596853,0.11174473,0.36555913,0.33889252,0.28705028,0.30650786,0.3091619,0.32480204,0.3020829,0.434007,0.5698461,0.5716659,0.35161462,0.24098307,0.09545662,0.20883466,0.2954947,0.109038554,-0.061794862,0.19512138,0.20173901,0.10048781,0.2753734,0.21180516,-0.113138236,-0.8341965,-0.26186982,-0.18195565,0.2154277,0.44705492,0.19282733,-0.08230949,-0.5812208,0.06874798,0.20595275,-0.091169156,-0.12117764
5,-0.7830117,0.15470505,0.44476753,0.36330217,0.24335635,0.010771169,-0.0043432517,0.047275186,0.1946106,0.29353872,0.16260064,0.17287348,0.51932514,0.56137973,0.31977,0.31139296,0.25634247,0.059290987,-0.5898661,0.16196622,0.1622127,-0.045341007,0.03882731,0.40198058,0.53163964,0.42007014,0.30482712,0.38981345,0.45559782,0.4795733,0.48479313,0.38540977,0.22782701,0.06981461,-0.28843272,-0.57825243,-0.20942608,0.023240577,0.104819454,0.027588774,-0.013631593,-0.2582806,-0.59058255,-0.2575184,-0.2079124,-0.028319493,0.29145578,0.4865276,0.4050287,0.34259212,0.3572192,0.3709475,0.4716704,0.50878376,0.41011697,0.36727402,0.31131136,0.24094383,-0.111565545,0.3254601,0.70053643,0.054629024,-0.1945017,0.000480374,-0.020825595,0.03704061,-0.1960717,-0.27563578,-0.765902,-0.46540427,-0.048542496,0.079443045,-0.08039422,-0.11419583,-0.019236995,-0.4989474,-0.1254321,-0.09818956,-0.23122188,-0.49459973
6,-0.7841351,0.14765659,0.31063548,0.08502265,-0.013951484,-0.08035585,-0.06241519,0.041864987,0.04169397,-0.17995998,0.1614636,0.7795267,0.3323757,0.19670053,0.35752207,0.32771632,0.1833181,0.10331448,-0.18040994,0.3224049,-0.18310602,0.2744791,0.01148211,0.4192086,0.52208227,0.5705667,0.42168355,0.34119013,0.48406112,0.30001608,0.14239192,0.29737332,0.23634271,-0.121955335,-0.35770595,-0.29804772,-0.06917246,-0.15035276,-0.21996851,0.40685055,0.13311046,-0.42588094,-0.70302594,-0.7786982,-0.46084714,-0.24375933,0.2739482,0.32742256,0.30264443,0.23613977,0.23521256,0.38689294,0.3202509,0.159275,0.36683106,0.27495977,0.17565952,0.28246012,-0.13465649,-0.34812427,0.09017853,0.20991881,-0.17550904,-0.053793825,0.2569514,-0.1957848,-0.3550004,0.008203227,-0.25834394,0.020714449,-0.005912502,-0.42904627,-0.3150558,-0.17938384,-0.4401966,-0.13056338,-0.043289017,-0.37970248,-0.18156697,-0.21133253
7,-0.78578573,0.17524804,0.12050185,-0.043428324,-0.1893484,-0.15773036,-0.25547737,-0.12548639,-0.10476399,0.47666064,0.37873036,-0.14369439,-0.010264031,0.17964773,0.1268627,-0.039985947,0.010742255,-0.15461281,0.22828385,0.16497713,-0.322801,0.21186912,0.5360631,0.67291594,0.7383934,0.68981254,0.6067926,0.45140076,0.59960717,0.58613926,0.29720038,0.10884443,-0.040182225,-0.17296678,-0.5393837,-0.21054408,0.08183868,-0.16017984,0.03039384,-0.028096342,0.20391506,-0.21267475,-0.6471732,-0.803811,-0.66162264,-0.2765329,0.019939123,-0.005462763,-0.09307851,-0.061129607,-0.07024682,-0.18009295,0.055981144,0.12350546,0.26891893,0.23907168,0.09957726,-0.012868735,0.15360412,0.06587036,-0.05437191,-0.056154527,0.065392345,0.013044911,-0.030471018,-0.33221704,-0.11588923,0.31648144,-0.050277174,0.17041872,0.2799068,0.035514675,-0.06608104,-0.60673946,-0.4314942,-0.18316437,-0.03860803,-0.02385897,-0.4436293,-0.4610005
8,-0.7507066,0.03429563,0.15334669,-0.18600997,0.14723963,-0.17930527,-0.43081793,-0.203653,0.5873892,-0.20691511,-0.1870652,0.56720054,0.2273331,0.11358421,0.20016041,-0.024567438,0.2967992,-0.33951387,-0.53068495,0.26681846,-0.3493015,-0.04888539,0.23781963,0.29345563,0.37402892,0.36720127,0.2553886,0.012098782,0.07881939,0.1498725,0.106625825,-0.05581271,-0.11727403,-0.062254064,0.08233636,-0.3529368,0.26132163,0.38121188,0.05341105,0.050951354,-0.1046207,-0.08333871,-0.2138005,-0.28046295,-0.2767123,-0.21845601,0.019944927,0.32417506,0.5557164,0.536871,0.5478112,0.6104871,0.50111616,0.3977271,0.47485286,0.24064362,0.21692525,0.06419329,-0.12898111,0.096646756,-0.16883056,-0.2917488,-0.0057156873,0.009452801,-0.19014502,-0.42478567,0.09448835,0.48600563,-0.46906972,-0.79482275,0.4825456,-0.16482751,-0.7836312,-0.8863442,-0.38990584,0.15167554,0.10202815,-0.6537015,-0.57797384,-0.46704617
9,-0.7981546,-0.12234585,0.3040616,0.09010146,-0.2034938,-0.11639949,-0.052708387,-0.2948948,-0.75648445,-0.19676931,0.110041544,0.56181324,0.13796268,-0.2355588,-0.20992172,0.1542267,-0.15989628,-0.525587,-0.14810762,0.05228864,-0.48958662,-0.18573222,0.16078319,0.2149542,0.24269603,0.44271845,0.3326213,0.18089773,-0.1257261,-0.03159612,-0.09919707,-0.03909002,0.07857969,0.15501612,0.15626934,0.3619338,-0.096894845,-0.15819429,0.31099093,0.24956714,-0.22829299,-0.42953417,-0.1241275,-0.078821965,-0.2766406,-0.7362383,-0.49478343,-0.22773275,-0.24740142,-0.3119762,-0.2617189,0.14242783,0.20753457,0.019260107,0.013366952,0.18292478,0.59041435,0.35339296,-0.36178654,-0.43776813,-0.10066786,-0.36577797,-0.27409342,-0.2461182,-0.3511781,-0.44581103,0.07717973,0.24962872,-0.39788386,-0.111455366,0.100300565,0.0008966838,-0.34996215,-0.4501923,0.07930793,0.07166634,-0.055716183,-0.080609314,-0.44216794,-0.34451646
