,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,-0.1729411,-0.07997634,-0.022545129,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957
1,-0.1444167,-0.053895745,-0.02656293,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957
2,-0.107358396,-0.053703886,-0.035247575,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957
3,0.002828438,0.0003846439,-0.029713755,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957
4,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957
5,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957
6,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957
7,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957
8,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957
9,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957,-0.025695957
